,asin,product_name,product_rating,product_rate_count,category,description
10,B01GHTVNSK,"Laptop Backpack 18.4 Inch,SOCKO Nylon Water-Resistant Durable Travel Bag Hiking Knapsack Rucksack Backpack College Shoulder Back Pack for 18-18.4 Inches Laptop Notebook Computer, Black",4.2 out of 5 stars,235 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Bags, Cases & Sleeves', 'Backpacks']","['No deductibles or added costs. Parts, labor and shipping included.', 'Stains, rips or tears and seam separation covered from day one. Other breakdowns covered after the manufacturer warranty expires.', 'File a claim online or by phone 24/7.', ""If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
11,B01H9TA1T4,Seagate Backup Plus 3TB External Desktop Hard Drive Storage (STFM3000100),5 out of 5 stars,46 ratings,"['Electronics', 'Computers & Accessories', 'Data Storage', 'External Hard Drives']","['Make sure this fits\nby entering your model number.', 'Formatted for Windows computers out of the box', 'Install the provided NTFS driver for Mac and use the drive interchangeably between Windows and Mac computers without reformatting', 'With Seagate Dashboard software, you can easily back all your documents, photos and videos by a programmable schedule or on-demand backups']"
12,B01GCLL8E2,"Wireless Headphone, QCY QY12 Bluetooth 4.1 Waterproof Sports Headsets with Mic,Magnetic CVC 6.0 Noise Cancelling for Running, Biking,Exercising",4 out of 5 stars,67 ratings,"['Electronics', 'Headphones', 'Earbud Headphones']","['Make sure this fits\nby entering your model number.', 'Industry-Leading CSR Bluetooth 4.1 Chipset: Bluetooth 4.1 chip and Apt-X technique allow Hi-Fi sound quality with low latency. Bring you the extra bass music experience.', 'Magnetic Suction Design: Anti-dropping, easily stow the headphone and wear it around your neck.', 'CVC6.0 Noise Cancelling and Built-in Mic: Precisely Identify the Voice Call from eternal noise. The built-in MIC provides hands-free phone call.', 'Sweat Proof: Liquipel Nano Coating enhance durability to withstand the sweaty workouts environment.', 'One-Year Warranty: 100% Money Back Guarantee within One Year. Our Excellent Customer Service brings you No Worries after purchase.']"
13,B01GGKYXVE,AmazonBasics USB Type-C to USB 3.1 Gen1 Female Adapter Cable - Black,4.5 out of 5 stars,"1,637 ratings","['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'USB-to-USB Adapters']","['Make sure this fits\nby entering your model number.', 'Connect standard USB Type-A enabled devices and peripherals (flash drives, keyboards, mice and more) to USB Type-C enabled devices (USB Type-A cable not included)', 'Female adapter ensures easy connections and reliable performance, supporting data transfer up to 5 Gbps', 'Reversible design - easily insert the connector into any Type-C enabled device (does not matter which side is up)', 'Type-C port is half the width and one-third the height of a standard USB-A connector (slightly larger compared to Lightning or Micro-USB ports)', 'Certified by USB-IF to be compliant with USB 3.1 Gen 1 Standard; backwards compatibility to USB 3.0 and 2.0; power output up to 5V, 3 Amp', 'Measures approximately 5-1/2 inches long; backed by an AmazonBasics 1-Year Limited Warranty']"
14,B01HGMKQEE,"ZOOKKI 41-in-1 Action Camera Accessories Kit for GoPro Hero 7 6 5 4 3+ 3, Black/Silver/Session/SJ4000/SJ5000/SJ6000 for DBPOWER AKASO VicTsing WiMiUS Rollei QUMOX Lightdow CamparK Sony Sports DV",4.2 out of 5 stars,520 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Digital Camera Accessories', 'Accessory Kits']","['Make sure this fits\nby entering your model number.', ""Accessories are all included in package shown in the first picture . Chest Belt Strap Mount + J-Hook Buckle. It allows you to install the gopro camera on your chest. To make you comfortable, the length of the strap can be adjusted. There is no need to worry about the problem of firming. When the camera is fixed well, you are free to do anything. Any awesome pictures won't be missed."", 'Monopod Handhold Mount. It is a fashion to share your moments with extendable handle monopod. It can be elongated and shortened easily (8 to 37in).It is only 8 inches when it is reduced to the shortest length. Easy to carry in your pocket or bag .No matter where you are (park, party etc), it will help you adjust the distance and height to take pictures of yourself, especially group photo.', ""Car Suction Cup Mount Holder + Tripod Mount Adapter. The car suction cup mount holder is an universal gadget. You can adjust the GoPro to different angles by rotating the adapter's position. It can records the scene inside or outside the car easily when you are driving a car."", 'Bike Handlebar Holder Mount + Three-way Adjustable Pivot Arm(Without Surface Quick Release Buckle).By turning the screw, you can achieve the effect of adjusting the size of the interface. regardless of the size of your bike or motorcycle handlebar, it can be easily and securely installed on your bike or motorcycle handlebar.', 'Wrist Strap Mount. By adjusting the three-way adjustable pivot arm, you can adjust your gopro camera to any angles through the combination to enjoy all good pictures freely and easily.']"
15,B01GJ1DFD2,"Nekteck USB Type C USB3.1 (USB-C) to SATA 2.5/3.5 Inch External Hard Drive Disk Docking Station Enclosure for for 3.5"" 2.5"" SATA HDD and SSD [Support Up to 8TB] - Tool Free, 1 Bay",4.4 out of 5 stars,66 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Hard Drive Accessories', 'Hard Drive Enclosures']","['Make sure this fits\nby entering your model number.', 'USB Type-C Port: With the latest and most advanced USB C connector, which allows you transfer data and never have to worry about plugging in upside down.', ""Support all standard 2.5'' or 3.5'' SATA-I, SATA-II, SATA-III HDD SSD drives up to any capacity."", 'Screwless and tool-free design; No driver needed: Tool-free installation allows users to install and unmount within 3 seconds at ease.', 'Designed for desktop use, hot-swappable, plug and play, no drivers needed', 'What is in the box: 1x Nekteck Single Bay Hard Drive Docking Station, 1x 12V Power Adapter, 1x USB Type C to A Cable, 1x User Manual. 18 months warranty and lifetime technical support']"
16,B01H6I3YGK,"Avantree Long Range Bluetooth Transmitter Receiver for TV & PC, aptX Low Latency Wireless Audio Adapter for Headphones, Home Stereo, Dual Link, Voice Guide, Touch Screen, Optical AUX RCA - Oasis",4.3 out of 5 stars,"1,281 ratings","['Electronics', 'Home Audio', 'Home Theater', 'Receivers & Amplifiers', 'Receivers']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
17,B01HEUUVP2,0,0,0,0,0
18,B01GGKZ1VA,AmazonBasics USB Type-C to USB Type-C 2.0 Charger Cable - 6 Feet (1.8 Meters) - Black,4.1 out of 5 stars,"1,380 ratings","['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals']","['Make sure this fits\nby entering your model number.', 'Connect USB Type-C enabled devices (MacBook, Chromebook Pixel, Galaxy Note 7 etc.) with standard USB Type-C 2.0 enabled devices and accessories (smartphones, car/wall charger, multi-port adapters etc.)', 'Ideal for charging and powering USB Type-C enabled devices, as well as syncing data, photos and music', 'Reversible design - easily insert the connector into any Type-C enabled device (does not matter which side is up)', 'Type-C port is half the width and one-third the height of a standard USB-A connector (slightly larger compared to Lightning or Micro-USB ports)', 'Up to 480 Mbps data transfer speed; power output up to 5V, 3 Amp', 'Certified by USB-IF to be compliant with USB 2.0; backed by an AmazonBasics 1-Year Limited Warranty']"
19,B01H5BOLYC,GANA HDMI to VGA Male to Female Adapter Cable with Audio Port,4.2 out of 5 stars,345 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'HDMI-to-VGA Adapters']","['Make sure this fits\nby entering your model number.', '> High Performance - converting analog signal into digital signal from devices with VGA interface (desktop/laptop/HD TV-Box, etc) to devices with HDMI interface (monitor, HDTV, projector) in 6.75Gbps transmission rate, irreversible.', '> Support High Resolutions - Up to HDTV Input 1080p and output HDMI PC VGA Resolution: 1920 X 1080 at 60Hz', '> Support 12bit per channel (36bit all channel) deep color Support uncompressed 2 channel audio such as LPCM, and 225MHz/2.25Gbps per channel (6.75Gbps all channel) bandwidth.', '> Wide Compatibility - Most output devices with VGA ports such as desktop/laptop/HD TV box and most input devices with HDMI port such as monitors/HDTV/projector.Powered by USB power cable, the converter is compatible with more devices than those without external power.', '> Easy to Use - Plug and play without installing any drivers.']"
20,B01H6G7ULC,"EveShine 2Pcs Fitbit Alta Charger, [Extra Length] 3.3ft /1M Replacement USB Charging Cable (No Reset Button)",4.1 out of 5 stars,"1,431 ratings","['Electronics', 'Wearable Technology', 'Accessories', 'Arm & Wristband Accessories']","['Make sure this fits\nby entering your model number.', 'What You Get - 2Pcs [Extra Length] 3.3ft /1M Fitbit Alta Charger , 30 Days Money Back and friendly, easy-to-reach support. NOTE: Please plug into the USB port onto PC, Laptop, Mac or Notebook. If you connect it to the adapter, the current must not exceed 1A. IMPORTANT: Please note that the charger for Fitbit Alta is different from Fitbit Alta HR, this one is for Fitbit Alta only.', 'CONVENIENT & FAST CHARGING - This slim charging cable easily packs into purses, backpacks and more, and plugs into any USB port, so you always have the power you need to Track Your Routine! IMPORTANT: Only for Fitbit Alta, not for Fitbit Alta HR! PLEASE confirm you have purchased a correct one!', 'JUST RELY ON IT - All quality and safety checked, Advanced Safety. Long Length For Ample Reach. Extra Replacement Charging Cable to Give Your Fitbit Alta Fitness Tracker a Boost in the Office, at Home, in Car or in Travels! IMPORTANT: Only for Fitbit Alta, not for Fitbit Alta HR! PLEASE confirm you have purchased a correct one!', 'ONLY for Fitbit Alta BAND - No Restart Button. Extra Replacement Charging Cable for Fitbit Alta Fitness Tracker, not for the Fitbit Alta HR or other Fitbit products. Keep your new Fitbit Alta up and running with the Fitbit Alta Charging Cable! IMPORTANT: Only for Fitbit Alta, not for Fitbit Alta HR! PLEASE confirm you have purchased a correct one!', 'MORE is BETTER - Get one for home, the other one for work, keep your Fitbit Alta Charged up and ready to track all your activities. IMPORTANT: Only for Fitbit Alta, not for Fitbit Alta HR! PLEASE confirm you have purchased a correct one!']"
21,B01GW57H8Y,"iBart Stylus, Mesh Fiber Tip Series Precision Stylus Pens for Touch Screens Devices, iPhone, iPad, Kindle, Tablet (10 Colors)",4.5 out of 5 stars,801 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Styluses']","['Stylus Pens: Premium Fiber Tip Stylus for iPad, iPhone, Kindle, Tablet and All Touch Screens Devices', 'Fiber Mesh Tip: This fiber tip has pin-point accuracy. It is far more precise than rubber tip.', 'Scratch Prevention: Feel the soft glide across the screen. It prevents scratching on your screen.', 'Superior Experiences: iBart stylus pen used by the High-end professional user because of its ultra-sensitivity and the higher level of accuracy.', 'Durability: Strong and lightweight Aluminum body. Easy to carry and long lasting. Manufactured by iBartProducts.']"
22,B01H3CQ64Q,ROVKING Over Ear in Ear Noise Isolating Sweatproof Sport Headphones Earbuds Earphones with Mic Earhook Wired Stereo Workout Earpods for Running Jogging Gym Compatible with iPhone iPod Samsung Black,3.9 out of 5 stars,"4,597 ratings","['Electronics', 'Headphones', 'Earbud Headphones']","[""OVER EAR EARBUDS FOR SMALL EARS - The ear buds size are smaller than other earhook headphones. You don't have to stretch your ear to put earbuds in ears. They can fit in and over small-average sized ears with no pain. These running earbuds will stay put in ears without discomfort even during long runs. These sports headphones also come with 4 different sizes ear pieces to ensure a custom comfortable fit, sealing the ear to deliver bass and isolate noises."", 'SECURE FIT SPORT HEADPHONES NEVER FALL OUT OF EARS WHILE WORKING OUT- Thanks to pliable over the ear loops and ergonomic ear bud design, these workout headphones fit comfortably and stay put in ears while running, jogging, weight lifting, exercising, walking and gym training. No need to stop your workout to adjust the ear buds any more.', ""HANDS-FREE PHONE CALL AND MUSIC TRACK CONTROL DURING RUNNING - You can use the in-line button to answer/end phone calls. The microphone allows you to communiate hands free, so that you can keep on your exercise. There's a clip which will help you stabilize the set while doing different physical activities. You can also easily play/pause, skip music tracks through the remote button. No need to take out your phone from pocket or arm band any more."", 'GOOD SOUND QUALITY FOR MUSIC AND PHONE CALLS - The sound of these sport earbuds is clear and crisp. They are good for listening to music during workouts, as well as listening to audio books or video during commute. Call quality and mic is good. You can hear the person on the other end clearly even on a noisy treadmill. It is fully compatible with iPhone, iPod, iPad, mp3, smartphone, laptop, computer, tablet, psp etc.', ""QUALITY WARRANTY & MONEY BACK GUARANTEE FROM DEFWAY ONLY- ROVKING will not guarantee QUALITY, SAFETY AND HYGIENCE of the products from other sellers instead of defway. These workout earbuds are professionally designed for music listening requirement in sports, especailly for small ears. They should not fail or break even during intense workouts. If there are any issues, we'll give you a total refund or a replacement, at no cost without questions asked. We just want your 100% satisfaction.""]"
23,B01G9PKWIY,"B BELK-MacBook Pro 13"" with Retina Display Case,2 in 1 Wood Texture Pattern PU Leather Coated Plastic Hard Case with Keyboard Cover for MacBook Pro 13.3 Inch with Retina Display(Model:A1502/A1425)",4.0 out of 5 stars,366 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Bags, Cases & Sleeves']","['Make sure this fits\nby entering your model number.', 'B BELK premium case only fits for Macboor Pro 13"" with retina display .Model:A1502/A1425. Please kindly check the model number on the back of the laptop before your purchase.', 'B BELK latest design Wood texture hard Case will make your laptop add some pristine beauty', 'Double protection:high-quality PU leather with selective plastic prevent your laptop from fingerprints,slipping,and scratches,also,not easy rubbing against itself.', 'The quality of a material is frivolous,good heat dissipation performance.', 'Its installation is easy,and full access to all ports.']"
24,B01H9QMOMY,ASUS PCE-AC88 AC3100 4x4 802.11AC PCIe Adapter,4.3 out of 5 stars,434 ratings,"['Electronics', 'Computers & Accessories', 'Networking Products', 'Network Adapters', 'Laptop Network Adapters']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
25,B01H4YTHWG,TESSAN Portable 2 Outlet Small Travel Power Strip with 3 USB Ports -Desktop Charging Station 5 Foot Extension Cord- Non Surge Protection Cruise Ship Approved -White,4.6 out of 5 stars,"1,340 ratings","['Electronics', 'Accessories & Supplies', 'Power Strips & Surge Protectors', 'Power Strips']","['✔.Charging Station for multiple devices-One power strip charging station 2 Outlets and 3 USB everything on your desk from a single compact power hub, USB Port supply 3A/15W output total; AC Plug supply max 1250W; Intelligent Charging technology where each usb port can detect and deliver an ideal output current consistently of up to 2.4A', '✔.Travel Size Power Outlet strip- Portable size and compact design to fit into luggage and briefcases during your trip outside, Worldwide power strip supports a wide range of voltage (100~240V), Power no surge Great for frequent Business traveler, cruise ships, hotels, home where there are few unreachable outlets', '✔.5 Ft USB Extension cord- this 1-to-3 outlet extender is perfect for some old hotels or dorm room,kitchen, with limited power outlets or usb charging ports.; Soft white LED indicator for power,It is a perfect bedside /nightstand charging station;The 3-prong grounded wall plug ensures complete protection for this mini power strip', '✔.Multi protection safety system- Ensures complete protection from electrical short circuit, over heat, over charging, over current and etc; Certified by FCC and RoHS,High-quality fire-resistant and high temprature-resistant ABS material makes it fireproof of up to 750℃; The 3-prong grounded plug ensures complete protection for this mini power strip', '✔.What You Get:TESSAN Power Strip, our worry-free 18-month friendly customer service']"
26,B01GDIU3T0,"Phaiser BHS-730 Bluetooth Headphones Headset Sport Earphones with Mic and Lifetime Sweatproof Guarantee - Wireless Earbuds for Running, Limegreen",3.8 out of 5 stars,"20,345 ratings","['Electronics', 'Headphones', 'Earbud Headphones']","['HD SOUND - 8mm Speakers combined with Bluetooth 4.1 create super accurate HD sound with powerful bass. The bullet-shaped Comply T-400 M memory foam tips provide Total Isolation from external noise.', 'MAGNETIC - Easily stow your Earbuds by wearing them around your neck. Instantly access your Earphones anytime without searching your pockets. Looks cool as well!', 'SWEAT PROOF - Say Goodbye to Water-Damage! Protected by Hydrophobic Nano Coating your Buds withstand sweaty workouts and will survive accidental dropping into water - Guaranteed!', 'SECURE FIT - The patented winged earphone tips hold your Buds in place during rigorous workouts. Over- and Under-Ear fit options included.', 'LIFETIME SWEATPROOF WARRANTY - We will replace your Earbuds in case they ever get damaged by sweat! No questions asked.']"
27,B01G3UNEGW,1080p HDMI AV Cable adaptador para conectar Samsung Galaxy S6 S7/S7 edge a TV HD,2.8 out of 5 stars,62 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Video Cables', 'HDMI Cables']","['This wifi display dongle receiver allows users to easily share photos, musics and videos from iOS devices and Android smartphone, tablet PC and computer. The multi-media files can be displayed to TV monitor, computer screen or projector. It supports Miracast, DLNA and AirPlay protocol.', 'Support Android 4.2 or above', 'Support iOS(can NOT cast whole screen to HDMI TV, just sync cast photo/video/music to HDMI TV)', 'Package includes:1x WiFi HDMI Dongle;1x User Manual;1x USB Power Cable(to connect to USB power adapter for powering, USB power adapter is NOT included here)', 'Delivery service:Standard Shipping (USPS First Class Package)']"
28,B01HGDSN5M,"LP LP-E6 LP E6N Battery Charger, Compatible with Canon EOS 90D, 80D, 70D, 60D, 60DA, 7D Mark II, 7D, 6D Mark II, 6D, 5D Mark IV, 5D Mark III, 5D Mark II, 5DS, 5DS R, R DSLR Cameras & More",4.4 out of 5 stars,164 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Batteries & Chargers', 'Battery Chargers', 'Camera']","['Make sure this fits\nby entering your model number.', '❀STANDARD COMPATIBILITY: LP LP-E6 Battery Charger meets or exceeds the OEM Canon LP-E6, LP-E6N Battery Charger (LC-E6, LC-E6E Charger). Works with Canon EOS 5D Mark II, 5D Mark III, 5D Mark IV, 5DS, 5DS R, 6D, 6DMark II, 7D, 7D Mark II, 60D, 60DA, 70D, 80D, EOS R DSLR cameras, XC10, XC15 camcorders and More', '❀100% SAFETY: LP LP-E6 Battery Charger has overcharge protection, short circuit protection, high temperature protection and surge protection with CE, RoHS Certifications, tested by manufacturer to match OEM products.', '❀WORLDWIDE USE: Input - AC100-240V, output - DC8.4V 600mA. Can be used to charge your LP-E6, LP-E6N Battery in any country.', '❀PORTABLE: Made of ABS material, light and durable. A small wall charger can be carried anywhere in your handbags or pocket. Ideal for travel or other indoor/outdoor activities.', '❀SERVICES: 30 Days Free Refund & 1 Year Free Replacement. Lifetime Service & 24H Promptly and Friendly Response (Weekdays). Any question or advice please contact us on Amazon.']"
29,B01H3AKASG,Power Cord Cable for HP Envy 4500 4520 5540 5640 5660 5661 7640 100 110 120 4510 DeskJet 3755 1112 2130 e-All-in-One Photo Printer Series 6 Foot Long,4.4 out of 5 stars,110 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Power Cables']","['6 Foot Long power cable HP DeskJet 3755 1112 2130 J9V90A#B1H F5S23A#B1H', 'Fit for: HP DeskJet 3755 All-in-One Printer J9V90A#B1H J9V91A#B1H J9V92A#B1H, HP PageWide Pro MFP 377dw, MFP 477dw', 'Fit HP ENVY 100 110 120 4510 4520 5540 5640 5660 7640 hp ENVY Photo 7855 6255 7155 All-in-One Printer, HP PageWide Pro 477dn MFP, 477dw MFP, 577dw MFP, 577z MFP,452dn, 452dw ,552dw Printer', 'power cord hp officejet pro 6000 7000 8000 6230 6978 6968 7720 7740 8210 8216 8710 8720 8730 8740 All-in-One Printer, HP Officejet Pro 276dw MFP,X476dw MFP, X476dn MFP. X576dw MFP X451dw x451dn X551dw', 'Includes:1 x US Plug Power Cable, New Style Premium quality power cable .']"
30,B01FUEXLGU,fantaseal Ergonomic Camera Grip Camcorder Mount DSLR Camera Handheld Stabilizer Handle Support Bracket Hand Video Light Flashlight Handle SelfieStick Compatible with Nikon Canon Sony DSLR etc,4.6 out of 5 stars,76 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Professional Video Accessories', 'Stabilizers']","['Make sure this fits\nby entering your model number.', 'Improved camera grip with larger size, more comforatable and suitable for westerners, super versatile camera grip, works great with your camera and DSLR. You can totally enjoy your selfie and POV shooting. Plus, you can also attach the video light to the grip to help you do the light-filling in your shooting.', ""Super cool style with ergonomics design. Perfect for long-time shooting. High-strength ABS material, with the unique rubber plate, adds more protection to your device from any dropping or slippery. It's a portable and stable grip."", ""With 1/4'' screw adapter, compatible with camera, DSLR, compact mirrorless camera, 1/4'' screw action camera and even video light."", 'Compatible with SONY FDR-X3000R FDR-X1000VR HDR-AS300R HDR AS10 AS15 AS20 AS30 AS50 AS100 AS200 HDR AZ1 VTech Kidizoom Kids Camera Polaroid XS100 Kodak SP 360 Samsung Gear 360 Nikon KeyMission 360 170 80 Olympus Stylus Tough TG-Tracker Drift etc +DSLR Canon EOS / Nikon / Pentax / Olympus / Sony / Panasonics / Fujifilm / Casio / Ricoh + Action cameras + Most Video light', 'Portable design, meeting various outdoor or indoor shooting needs. Amazing shooting accessory for home, travel, birthday party, honeymoon, banquet with recording the happy and unforgettable moments. Also a nice gifts for your friends and family.']"
