,asin,product_name,product_rating,product_rate_count,category,description
64,B01FDPW1NK,"Samsung Gear Fit2- Pink, Medium/Large",3.5 out of 5 stars,"3,255 ratings","['Electronics', 'Wearable Technology', 'Clips, Arm & Wristbands']","['Track your step count, calories burned, heart rate, sleep Quality and More', 'Map your activity accurately with the built-in GPS', 'Auto tracking recognizes and starts Tracking multiple exercises when you move', 'Receive and respond to notifications, calls and texts right on your wrist', 'Store your favorite music on the GearFit2 or connect with Spotify to access millions of songs', 'Compatible with Android 4.4 and higher with over 1.5GB RAM, iOS 9.0 and later, and smartphones iPhone 5 and newer.']"
65,B01FQAM67I,"Awolf Dual Lens Dash Cam,2.7"" Car DVR Vehicle Camera Video Recorder Car Camera with GPS Module G-Sensor",3.9 out of 5 stars,152 ratings,"['Electronics', 'Car & Vehicle Electronics', 'Car Electronics', 'Car Video', 'On-Dash Cameras']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
66,B01FH2KN4S,ArmorSuit Kindle Oasis Anti-Glare Screen Protector Max Coverage MilitaryShield Screen Protector for Kindle Oasis - Matte,3.4 out of 5 stars,58 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Screen Protectors']","['Make sure this fits\nby entering your model number.', 'ArmorSuit MilitaryShield Kit for Kindle Oasis includes our MilitaryShield piece(s), Installation Solution, Squeegee, Lint-free cloth, and Installation Instructions.', 'Anti-glare Matte MilitaryShield to reduce glare and improve visibility in bright environments. Easy application with flexible material is designed for maximum full coverage on curved corners and edges on your device.', 'Created from scratch-proof, ultra-tough, matte finish, military-grade, yellow-resistant material and is custom fit for each particular gadget and device with full body and screen protection.', 'MilitaryShield has self-healing technology, which helps eliminate minor scratches on the film all by itself. Significantly reduces dust, oil and fingerprint smudges.', 'ArmorSuit stands behind the quality of our MilitaryShield products to ensure 100% Satisfaction to all of our customers. All ArmorSuit MilitaryShield products are backed by Lifetime Replacement Warranty. Made in USA.']"
67,B01G6ECW40,Conwork 2-Pair 2mm Banana Plug Screw Type Audio Speaker Cable Connector Copper Gold Plated,3.5 out of 5 stars,99 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Connectors & Adapters']","['Make sure this fits\nby entering your model number.', 'Screw connector fitting, no soldering needed Standard size fits most speakers', 'Gold-plating resists corrosion and ensures minimal signal loss', 'Color coded black/red for maintaining proper polarity', 'Perfect for connecting the satellite and center speakers to AV receivers', 'Package Contents: 4 x 2mm Banana plug(2Black+2Red). Lifetime Warranty.']"
68,B01FQK25LK,ROBUSTUS by Teknub – wireless Bluetooth home and office speaker system with sound delivered from a powerful 40W output – 2.1 channels 5-speakers – connects with smart phones and tablets,4.4 out of 5 stars,45 ratings,"['Electronics', 'Portable Audio & Video', 'Portable Speakers & Docks', 'Portable Bluetooth Speakers']","['STYLISH : Smart looks, compact and trendy design with ability to blend itself into any bookcase corner and even sits elegantly on any side-table', 'EASY TO USE : Bluetooth wireless connection working seamlessly with your favorite music apps and devices', 'SOUND PERFORMANCE : Remarkably impressive level of audio performance enhancing home or room ambience', 'POWERFUL SPEAKERS : Built-in woofer delivers a crisp rich bassline along with 2 mid-range speakers and tweeters', 'PLAYBACK DEVICES : Rear connections support multiple sources from 3.5mm cable, USB flash drive and Micro-SD card. Wireless Bluetooth supports devices from smart phones, tablets and notebooks']"
69,B01FQ6OM3S,CESS F-Jack to F-Quick Push On Plug - F Type Male to F Type Female TV Adapter (2 Pack),3.4 out of 5 stars,14 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Connectors & Adapters']","['Screw F-Type (Female) -to- Push On F-Pin Type (Male)', 'High quality construct to ensure clear connection', 'Converts your coaxial cable from screw on to push in -- enabling one to connect their coaxial cable hassle free', 'Plug in hard to reach coaxial connections']"
70,B01FDCC70K,"Compatible with Brother TZe-221 9mm 0.35 Inch Laminated Black on White Tape, 26.2 Feet (8 Meter), for Brother P-Touch 1750 PT-1700 PT-D210 PT-D400, 2-Pack, by Markurlife",4.6 out of 5 stars,48 ratings,"['Electronics', 'Accessories & Supplies', 'Office Electronics Accessories', 'Labeling Tapes']","['Make sure this fits\nby entering your model number.', '100% Compatible with the following Brother P-touch label makers: Brother P-touch 1700, PT1750, PT-H100, PTD600, PTD200, PTH110, PTP300BT, PTP700 and more.(for more brother label maker printers, please see the description below)', 'Size: Width: 3/8 inch (9mm), Length: 26.2 feet (8 meter) / each tz tape; Color: Black text on white background', 'Replacement for Brother P-touch TZe Tape 9mm: TZe-221 TZ 221; 2-Pack', 'Durable label tapes for home, business office and industrial applications, laminated and strong adhesion. Water and oil resistant, chemical resistant, abrasion resistant, temperature resistant, fade resistant. Best suitable for smooth flat surfaces, which is an ideal to print clear and durable labels. Our compatible TZ 9mm white tapes are easy to install and use. Unique split back making it easy to peel and apply. No sticky residue remains when the labels are removed.', '24 months warranty against manufacturer defects and quality related issues for all compatible tze-221 black on white tapes provided by Markurlife.']"
71,B01GJ47BC0,"New 15V 88Wh Li-ion Battery a42n1403 for ASUS ROG G751J-BHI7T25 A42LM93 4ICR19/66-2 GFX71JY 17.3"" GFX71JY4710 G751 G751J Laptop Computer Batteries",4.1 out of 5 stars,89 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Batteries']","['Make sure this fits\nby entering your model number.', 'Battery type:Li-ion Battery', 'Voltage:15V', 'Capacity: 88Wh', 'Warranty:12 months long', 'WARRANTY:30 Days Money Back Guarantee - 12 Months Exchange']"
72,B01GFB2E9M,"Micro USB Cable Android Charger - Syncwire [2-Pack 6.6ft] Super-Durable Nylon Braided Fast Sync&Charging Cord for Samsung Galaxy S7 Edge/S7/S6, HTC, LG, Sony, Xbox One, PS4 - Space Grey",4.4 out of 5 stars,"2,915 ratings","['Video Games', 'PlayStation 4', 'Accessories', 'Cables & Adapters', 'Cables']","['Make sure this fits\nby entering your model number.', ""Build to last: laser-welded aluminum connectors can avoid the bending, splitting, breaking problem. Stainless steel head will slot in easily and tightly, won't get loose or fall out from your device."", 'Fast Charge & Sync –made with 21 AWG high gauge low impedance wires which enable Sync wire USB cable charges 7% faster than regular USB cables. Supports maximum 2. 4 amp current and transfer data up to 480 MB its via USB 2. 0.', 'Last 10x stronger: encased with Triple-Braided nylon fiber, which make it have excellent anti-twisting & abrasion-proof property. This cable can withstand at least 10000 cycles of 90 degree bend test. Ideal for your heavy daily use.', 'Perfect Compatibility: Ideal USB cable for smartphones, tablets and other devices with Micro USB connectors like Samsung S7/S7+/S6/S6+/Note 5, HTC, Motorola, Nexus, Nokia, LG, Huawei, Sony, Xbox One, Kindle, Android smartphones and more. Compact connector head fits most cases.', 'What you get - 2x Syncwire Nylon-braided Micro USB cables with portable cable organizers. 36-Month Warranty, fast and warm customer service within 24 hours for any of your problems.']"
73,B01F9UBSV0,"Samsung LS24F350FHNXZA SF350 23.5"" Screen LED-Lit Monitor",4.4 out of 5 stars,53 ratings,"['Electronics', 'Computers & Accessories', 'Monitors']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
74,B01FRKT0S0,Stick-On XL Headphone Hooks 2 PACK,4.4 out of 5 stars,109 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Headphone Accessories', 'Cases']","['Make sure this fits\nby entering your model number.', '2 PACK of wide hooks designed for full and even support of headphones. 7 pounds support capacity per hook. NOTE: Even the heaviest headphones weigh only about a pound.', 'Three INCLUDED Scotch brand 3M Command adhesive strips with each hook. No tools and no holes in your walls. Removes easily, NO DAMAGE OR MESS. ( Not for wallpaper or wet locations.)', 'Super strong ABS plastic with a flat satin black finish. For mounting on monitors, computers, desks, inside stereo cabinets, dorms, and office cubicles.', 'Minimalist modern design chosen by art museums, schools and libraries. Eliminates the clutter of gawky, clumsy desk stands and the obnoxious “prong” form of unsightly cheap monitor hooks.', 'If you care about style, quality and versatility these hooks are the best choice. Search Amazon for our matching game controller hooks !']"
75,B01HA50HWI,"Dogxiong Gray Grey Touch Stylus Pen Replacement Parts for LG G Stylo (Stylus,LS770,H631 H635 H634 MS631)",3.6 out of 5 stars,196 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Styluses']","['Take Care, Only Seller:Dogxiong is sell Original, Other following seller may selling fake,', 'the Rubber Touch Head is not easy take off. but fack pen is soft and easy take off.', 'Work For : H631 (T-Mobile); MS631 (Metro PCS); H635 (EMEA); H540 (UAE); H630D (India); H542 (Mexico) ;LS770 (Boost Mobile, Sprint); H634 (Cricket);', 'Don\'t Fit: ""Stylo 2"" and ""Stylus 2"" and ""Q Stylus"", this is only work for 1Gen. please check it clearly', 'Size : High 10.7cm , Width:0.5cm']"
76,B01GJA1DTQ,"Colorty Compatible with Brother Ptouch Label Maker Tape TZe221 TZe-221 3/8 Inch 9mm Standard Laminated Black on White Work with PT-D210 PTD600 PTD400AD, 5-Pack",5.0 out of 5 stars,11 ratings,"['Electronics', 'Accessories & Supplies', 'Office Electronics Accessories', 'Labeling Tapes']","['Make sure this fits\nby entering your model number.', 'Replace Brother Ptouch TZe-221. Color: black on white. Size: 3/8 inch (9mm) x 26.2 feet (8m)', 'Making it easy to print one label or hundreds without the hassle of sheets, waste or label jamming.', 'Designed for Durability: coLorty strong adhesive laminated tape is suitable for indoor or outdoor use, even in harsh weather conditions. It is water and chemical resistant, abrasion resistant, temperature resistant, grease resistant, grime resistant, without fading or peeling', 'Work with Brother P-touch Label Maker: PT-D200, PT-D200G, PT-D210, PT-1090, PT-1190, PT-1230PC, PT-1290, PT-1880C, PT-1880SC, PT-1880W, PT-1890C, PT-1890SC, PT-1890W, PT-1950, PT-2430PC, PT-6100, P-Touch Embellish, PT-D400, PT-D400AD, PT-D400VP, PT-D450, PT-D600, PT-D600VP, PT-D800W, PT-H100, PT-E100, PT-H110, PT-H300, \u200bPT-H300LI, PT-H500LI,', 'P-Touch CUBE (White), P-Touch CUBE (Blue), PT-P700, PT-P750W, PT-9600, P-touch PT-P900, PT-P900W, PT-P950NW, GL-100,PT-1000BM, PT-1010, PT-1010B, PT-1010NB, PT-1010R, PT-1010S, T-1090BK, PT-1100, PT1100SB, PT-1100SBVP, PT-1100STPT-1120, PT-1130, PT-1160, PT-1170, PT-1180, PT-1190, PT-11Q, PT-1200,PT-1280VP, PT-128AF, PT-1290, PT-1290BT']"
77,B01FJ5DFOS,"SPARIN Galaxy Tab A 10.1 Screen Protector, SM-T580 Model, [NOT FIT Tab A 10.1 2019 SM-T510/T515] 0.3mm Tempered Glass Screen Protector for Samsung Galaxy Tab A 10.1 2016 Released, Clear",4.3 out of 5 stars,"1,604 ratings","['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Screen Protectors']","['Make sure this fits\nby entering your model number.', 'Compatible with the Following Device: Samsung Galaxy Tab A 10.1, 2016 Released, SM-T580 / T587 Model', 'Important Notice:Not fit for Galaxy Tab A 10.1(S Pen model) SM-P580 or the new Galaxy Tab A 10.1 2019 (SM-T510/515)', 'Easy installation: Precise cut and design, automatically attach to the screen smoothly, hassle-free and bubble-free', 'Daily Protection: Protect your Tab A 10.1 against from dirt, dust and scratch in the daily use, no interference on the ultimate clarity and touchscreen accuracy', 'Highly transmittance: 99% transparency, and 0.3mm thickness preserve your Tab A 10.1 HD viewing experience']"
78,B01GK6GQKU,Cables Direct Online Snagless Cat6 Ethernet Network Patch Cable White 75 Feet,4.4 out of 5 stars,712 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'Ethernet Cables', 'Cat 6 Cables']","['Make sure this fits\nby entering your model number.', 'Cat6 - 4 stranded UTP (Unshielded Twisted Pair) - CCA', 'Meets all Cat6 TIA/eia-568-b-2.1, draft 9 standards', 'Certified transfer Rate: 10/100/1000 Mbps (1000baset-t Gigabit)', 'Gold plated connectors to insure a clean and clear transmission.', '-Enhanced 550MHz bandwidth for high-speed data\\audio\\video and Handle other intensive applications bandwidth.']"
79,B01FZ2RJN8,"Eleduino Raspberry Pi Official 7"" Touchscreen Display Transparent Case with Adjustment Stand",3.8 out of 5 stars,61 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'External Components', 'Computer Cases']","['Make sure this fits\nby entering your model number.', '🔥Works with Official Pi Display Only', '🔥Provide 60/70 Horizontal Angle Adjustable', '🔥Combination with Raspberry Pi Breadboard Holder,simplifying the circuit building process and creating a fun memorable experience', '🔥The Breadboard Holder Compatible with Raspberry Pi 3B+, 3B 2B and A+', '🔥Transparent Injection Molding, High-grade and Durable']"
80,B01GJHIN1U,Hermitshell Hard Travel Case Fits Sennheiser HD 202 II Professional Headphones,4.6 out of 5 stars,28 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Headphone Accessories', 'Cases']","['Hermitshell Hard Travel Storage Carrying Case Bag', 'Protect your favorite device from bumps dents and scratches', 'Made to fit Bowers & Wilkins PX Active Noise Cancelling Wireless Headphones', 'Material: EVA ,Color: Black ,Internal Size: 7.6 *7 * 3.6 in inch.', 'For sale is case only (device and accessories are sold separately)']"
81,B01FJ4UM9A,"Kingston Digital 480GB SSDNow UV400 SATA 3 2.5"" Solid State Drive SUV400S37/480G",4.5 out of 5 stars,840 ratings,"['Electronics', 'Computers & Accessories', 'Data Storage']","['Your Rescue Plan documents will be delivered to you via email only to the address associated with your Amazon.com account and can be found in your account message center within the Buyer/Seller Messages.', 'If your drive stops working, the Rescue data recovery plan will recover the data from the failed drive and return it to you on a new piece of external storage', 'Covers new Solid State drives of any brand when purchased within 30 days (receipt must be retained for purchases not on the same transaction).', 'Free shipping for in–lab data recovery; 24/7 online case status tracking', 'If your data isn’t recovered, you get your money back']"
82,B01GNYJ322,"Wakeach 85W Charger for Apple MacBook Pro 15-inch (Made After June 2012), Replacement for Magsafe 2 Power Adapter[White]",3.7 out of 5 stars,4 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Chargers & Adapters']","['Make sure this fits\nby entering your model number.', 'Compatible Models: Apple MacBook Pro W/ Retina Display 15 inch (After Mid 2012) A1398 / A1424. If you’re not sure, welcome to contact us for help!', 'Power SPECS: Input Volt Range: 100 - 240V / Output: 19V 4.5A, 85W (20V 4.25A Compatible) / Total 5 USB Output: 5V 4.5A(each USB: 5V 2.4A max) / Power Cord: 4.92ft(1.5m), Magnetic 2 Cord: 5.91ft(1.8m) / Connector: Magnetic 2nd-Gen T-Shaped', 'Smart & Functional device: Besides charge for your laptop,and can charge most mobile devices like cellphone and tablet, power bank, camera, Bluetooth speaker, GoPro, wireless headphone and more.', 'Attention Before Purchase : Some customers often reflects bought the WRONG CHARGER ! In order to AVOID this happen, pls follow the steps showed in our picture whether it’s the one you want or not: 1. Check the MODEL NUMBER on the back of your MacBook; 2. “CTRL + F” to find the model; 3. Check the Rated Voltage and Current if it is the same with your MAC', 'Warranty: 12 months hassle-free warranty. friendly and knowledgeable Customer Support Staffs are available. (Note: Please check if this charger is compatible with your computer before purchasing. Compatible computers are listed as following)']"
83,B01FXIA9W2,100 inch Projector Screen Outdoor Indoor 16:9 Diagonal NIERBO Projection Screen Portable 4K 3D Projector Movie Screen Support Front Rear Projection,4.6 out of 5 stars,291 ratings,"['Electronics', 'Television & Video', 'Projection Screens']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
84,B01HCT3GCU,"Cablor 2PCS Charger for Fitbit Alta , 30cm Fitbit Alta Replacement USB Charging Cable for Fibit Alta Band Wireless, Quality Power Charging Cord (No reset button)",4.3 out of 5 stars,"3,012 ratings","['Electronics', 'Wearable Technology', 'Accessories', 'Arm & Wristband Accessories']","['Replacement Charging Cable for Fitbit Alta only, not for other models. No reset function. Keep your Fibit Alta fully charged and ready to go. Please note that the charger for Fitbit Alta is different from Fitbit Alta HR, this one is for Fitbit Alta only.', 'Advanced Safety. It hasac a voltage regulator inside (PTC) to protect your fibit from being damaged by overcurrent.', 'Convenient & Fast Charging. Clip design fits your Fitbit Alta perfectly. Simply plug it into any USB port on your computer to charge your Fitbit Alta quickly and steadily.', '100% New and Durable. Based on 1000+ times insertion-and-extraction tests, it can be trusted for long time use. Note:If you connect it to the adapter, the current must not exceed 1A and the Voltage does not exceed 5V.', '2 Pack. Cable length: 30cm. One is for home,the other for office or travelling. Keep it always fully-prepared and never miss any step. Backed by 45days money-back and 12-month worry-free warranty.']"
85,B01EX8ATKK,"Rexing V1P 2.4"" LCD FHD 1080p 170 Degree Wide Angle Dual Channel Wi-Fi Dashboard Camera Recorder Car Dash Cam with Rear Camera, Supercapacitor, G-Sensor, WDR, Loop Recording, Mobile App",4.1 out of 5 stars,"1,673 ratings","['Electronics', 'Car & Vehicle Electronics', 'Car Electronics', 'Car Video', 'On-Dash Cameras']","['DUAL CHANNEL RECORDING & DISCREET DESIGN DASH CAM: Signature low-profile design allows the V1P to be a well-hidden witness to the road ahead. Record from two separate perspectives by connecting the included REAR CAMERA to the front camera. With the Sony Starvis image sensor, the FRONT CAMERA captures beautiful Full-HD 1080p video @ 30fps.', '170 DEGREE ULTRA WIDE ANGLE LENS & WIDE DYNAMIC RANGE: The 6 layer glass lens opens up to capture a sweeping view of your surroundings. The superior WDR technology allows the camera to perform optimally in any lighting situation by adjusting the exposure to create balanced images and footage.', 'SUPERCAPACITOR & PARKING MONITOR: The dash cam uses a supercapacitor which can withstand extreme temperatures from -20 to 176°F, that prevents the risk of overheating, extends the life span and reliability of the camera. With the PARKING MONITOR feature, the dash camera will automatically turn on and record when the car camera detects vibration OR the dash cam will capture frames for a time lapse video for 24/7. Please connect the smart hardwire kit to activate the parking mode.', 'WIFI CONNECT: View, save, and share dash cam recordings wirelessly on your mobile device with the use of an app interface.', 'LOOP RECORDING AND G-SENSOR: Video can be recorded in 1, 2, or 3 minute intervals. When the storage limit is reached on the memory card, new recordings will automatically overwrite the oldest recordings. Supports high-endurance micro SD memory cards up to 256GB in memory size. When the built-in gravity sensor detects a collision, the current video is locked, ensuring important footage is kept protected. Locked videos will be kept safe from being overwritten.']"
86,B01EGCY6SE,Maxxima 6 Outlet USB Power Strip with Dual USB Ports Surge Protector 300 Joules 2.4A,4.3 out of 5 stars,115 ratings,"['Electronics', 'Accessories & Supplies', 'Power Strips & Surge Protectors', 'Power Strips']","['Make sure this fits\nby entering your model number.', 'On/Off Switch - 24 Inch Power Cable', '300 Joules Power Switch / 2.4A Dual USB Ports', '125 VAC, 15 AMP, 1875 Watts Max', 'Provides protection from power surges, spikes and AC Contamination', '1 Year Warranty, ETL Approved']"
87,B01G9PL03K,"B BELK MacBook Air 13"" Case,2 in 1 Wood Texture Pattern Coated Plastic Hard Case with Keyboard Cover for MacBook Air 13.3 Inch(Model:A1369/A1466)",4.3 out of 5 stars,908 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Bags, Cases & Sleeves']","['Make sure this fits\nby entering your model number.', 'B BELK premium case only fits for Macboor Air 13"" . Please kindly check the model number""AXXXX"" on the back of the laptop before your purchase.', 'B BELK latest design Wood texture hard Case will make your laptop add some pristine beauty', 'Double protection:high-quality PU leather with selective plastic prevent your laptop from fingerprints,slipping,and scratches,also,not easy rubbing against itself.', 'The quality of a material is frivolous,good heat dissipation performance.', 'Its installation is easy,and full access to all ports.']"
88,B01GORJY4U,"FEMORO Display to DVI Adapter Converter, DisplayPort DP To DVI-I Adapter Male to Female 1080P (Male to Female) Compatible with Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV - Black",4.6 out of 5 stars,116 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Video Cables', 'DVI Cables']","['Make sure this fits\nby entering your model number.', 'Extend More Monitor - Connects DisplayPort enabled desktops and laptops (Lenovo, Dell, HP, ASUS Chromebox and other major branded systems) to DVI displays ,Compatible DVI-D, you can add the second or third Monitor', 'Video Transmits - Transmit high-definition video from your computer to a monitor for video streaming or gaming; Connect and configure your monitor for an Extended Desktop or Mirrored Displays', 'Resolution - Supports resolution up to 1080p @60Hz and PC graphics resolutions up to 2048 x 1152 @60Hz', 'Stable and Safty Design - DisplayPort connector with latches provides a secure connection with a release button that must be depressed before unplugging', 'Plug-and-Play - No driver or software installation required ! (Suit for DELL,HP,Lenovo Chromebox... Etc).']"
89,B01GOOE8OY,3Gstore Remote Power IP Switch - 1 Outlet (Ez-22b),3.6 out of 5 stars,75 ratings,"['Electronics', 'Accessories & Supplies', 'Batteries, Chargers & Accessories', 'PDUs']","['Make sure this fits\nby entering your model number.', 'Remotely control via iOS or Android app OR via the cloud', 'Automatically reboot connected equipment when internet connectivity is lost. Power cycle connected modems or routers to save time and money on truck rolls to reboot equipment.', 'Create up to 6 power schedules to power on, off, or reset connected devices.', 'Fast pairing process for the mobile application that doesn’t require any special settings or configuration on the network.']"
90,B01H3COF62,"CHOETECH USB C to USB C Cable, 2 Pack 60W USB C to C Fast Charging Cable Compatible with Samsung Galaxy Note 10/Note 10 Plus/S10/S10+/Note 9/S9, Google Pixel 2/3, MacBook Pro, iPad Pro",4.2 out of 5 stars,560 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'USB Cables']","['Make sure this fits\nby entering your model number.', '【60W Fast charging】 Fast charge your USB-C phone, tablet or laptop at max 20V 3a, High quality process ensures safe charging. Data transfer speed reaches up to 480MB/s helps you work efficiently. (Note: charging speeds Also depends on your Device and wall charger. )', '【3. 3ft & 6. 6ft】 packed with two different lengths of USB C Cables. You can charge multiple devices on a daily basis at home, work and in your vehicle, The 6. 6ft one can even be used in the backseat of your car.', '【Usb-c to USB-C cable】 USB C cable at both ends enables you to charge or sync between two USB Type-C enabled devices. Reversible design allows you to plug into devices without worrying about the orientation of the port.', '【Remarkable Compatible】 Perfectly work for iPad Pro 2018, Samsung Galaxy Note 10/Note 10 Plus/S10/S10+/S10E/Note 9/S9, Google Pixel 3/3XL/2, Nexus 5X 6P, 2 XL, Microsoft Lumia 950 950XL, LG V20 V30, Nintendo Switch, MacBook 2017 2016 2015 12"", MacBook Pro 13"" 2018 2017 2016, 2018 MacBook Air 13"", Google Chromebook Pixel, Huawei Mate book and etc.', '【What You Get】 CHOETECH 2*USB Type C Cable(3. 3ft & 6. 6ft), 18 months and friendly, easy-to-reach customer service.']"
91,B01EZ0X034,"SanDisk 16GB Ultra Dual Drive USB Type-C - USB-C, USB 3.1 - SDDDC2-016G-G46",4.0 out of 5 stars,"1,637 ratings","['Electronics', 'Computers & Accessories', 'Data Storage', 'USB Flash Drives']","['Make sure this fits\nby entering your model number.', 'The flash drive for USB Type-C devices', 'Easily transfer files between smartphones, tablets and computers', 'Free up space on your Android smartphone (Mobile device requires USB Type-C port and On-The-Go (OTG) support)', 'Retractable design with a reversible USB Type-C connector and a traditional USB connector', 'High-speed USB 3.1 performance of up to 130MB/s Read Speeds (USB Type-C port with USB 3.1, Gen. 1/USB 3.0 support required. Based on internal testing; performance may be lower depending upon host device.)', 'SanDisk Memory Zone app for Android (available on Google Play; Download and installation required) lets you easily manage and back up content on your smartphone and tablet', '5-year limited manufacturer warranty']"
92,B01HAVTUPM,HTTX Premium Female to Female RCA Connector A/V Joiner Video and Audio Coupler Metal Adapter Component Gold Plated (2-Pack),5.0 out of 5 stars,12 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Connectors & Adapters']","['This Component RCA coupler is the perfect fit to change male connectors to a female jack in order to add another length of cable.', 'Can be used to extend RCA component video and RCA composite video cables.', 'Allows you to Connect two male RCA cables together', 'Super simple installation', 'What You Get: 2 x Female to Female RCA Connector, our worry-free 18-month warranty and friendly customer service.']"
93,B01EV6TG30,Silicon Power/Marvell Controller Internal Solid State Drive- Free-Download SSD Health Monitor Tool Included,3.6 out of 5 stars,19 ratings,"['Electronics', 'Computers & Accessories', 'Data Storage', 'Internal Solid State Drives']","['Make sure this fits\nby entering your model number.', 'R/w 240MB/s, 60MB/s', 'Slim Type 7mm for Ultra slim notebook', 'Supports trim command and garbage collection technology', 'Ncq and RAID ready', '3 year Warranty']"
94,B01G7VOYYS,"Phanteks 24 Pin/ 8pin (4+4) M/B, 8pin (6+2) PCI-E Extension Cable Kit 500mm Length, White (PH-CB-CMBO_WT)",4.3 out of 5 stars,308 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'External Components']","['Make sure this fits\nby entering your model number.', 'Length: 19.68” (500mm). Construction AWG: 18AWG, Ø2.1mm (Rohs)', 'Sleeve Tube: PP Material. Conductive Resistance: 0.01 ΩMax', 'Connector: 24 (2x12) Pin/Male to 24 (2x12) Pin/Female. 4(2x2)+4(2x2)/Male to 8(2x4)Pin/Female. 2(2x1)+6(2x3)/Male to 8(2x4)Pin/Female', '24 Pin/ 8pin (4+4) M/B, 8pin (6+2) PCI-E Extension Cable Kit']"
95,B01ER4B8S2,CORSAIR K70 LUX Mechanical Gaming Keyboard - Backlit Red LED - USB Passthrough & Media Controls - Tactile & Clicky - Cherry MX Blue,4.3 out of 5 stars,217 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Keyboards, Mice & Accessories', 'Keyboard & Mice Accessories']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
96,B01HCGXUVA,"Fasmov Heavy Duty Photographic Sandbag Studio Video Sand Bag for Light Stands, Boom Stand, Tripod,Pack of 4",4.0 out of 5 stars,126 ratings,"['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Photo Studio', 'Sandbags']","['Make sure this fits\nby entering your model number.', 'Each pouch: about 9"" x 10""', 'Useful with boom arms, light stands, tripod, etc', 'Nylon construction, double zipper', 'Each sandbag rated for 20lbs', 'Bag is empty']"
97,B01FRVKOTI,MagicW 15ft 3RCA Male to Female Audio Composite Extension Video Cable DVD AV TV UK 3RCA Audio Vedio Cable,4.8 out of 5 stars,44 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Audio Cables', 'RCA Cables']","['Color-coded for composite video and stereo audio', 'The av extension cable is perfect for VCR, DVD player, TV, and cable TV set top box', 'Composite extension cable:Molded strain-relief connectors', '3 rca male to 3 rca female audio video extension cable', 'Length of rca audio splitter:15ft(4.5m),package:1pcs']"
